"e401","p401","tw_adjust_original","net_tfa_adjust_original","net_nifa","age","inc","db","ira","hequity","educ","fsize","marr","male","twoearn","withdrawal"
0,0,4400,-600,149400,27,32435,0,0,5000,12,4,1,0,1,0
0,0,899,899,150899,51,46745,0,0,0,12,3,1,0,1,0
0,0,6295,-205,149795,26,15698,1,0,0,12,1,0,1,0,0
0,0,111109,24109,174109,47,88412.0000000001,0,0,77999.9999999999,12,3,1,0,1,0
0,0,25896,300,150300,29,21890,1,0,20000,13,1,0,1,0,0
0,0,18131,131,150131,39,11603,0,0,18000,18,3,1,0,1,0
0,0,226999,21999,171999,33,10859,0,0,90000,13,4,1,0,0,0
0,0,-1300,-1300,148700,47,8399,0,0,0,12,3,0,0,0,0
0,0,-108,-1742,148258,40,12014,0,0,0,18,1,0,1,0,0
0,0,43772,-1228,148772,31,21449,1,0,45000,14,5,1,0,1,0
0,0,5070,-930,149070,31,12599,0,0,0,13,3,0,0,0,0
0,0,78800,-1200,148800,29,30488,0,0,40000,12,4,1,0,1,0
0,0,176999,1999,151999,38,69269,0,0,175000,18,4,1,0,1,0
0,0,38720,10300,151500,35,41732,0,8800,28420,12,5,1,0,1,0
0,0,80300,4800,154800,55,9842,0,0,75000,7,1,0,1,0,0
0,0,239600,110500,231500,56,96146,0,29000,2000,13,3,1,0,0,0
0,0,56800,-1200,148800,51,53225,1,0,58000,13,5,1,0,1,0
0,0,252000,0,150000,45,28151,0,0,247000,12,3,1,0,1,0
0,0,0,0,150000,40,12239,0,0,0,12,1,0,1,0,0
0,0,43262,9900,159900,30,73457,1,0,0,18,1,0,0,0,0
0,0,160500,-4500,145500,54,65549,1,0,165000,16,3,1,0,1,0
0,0,0,0,150000,38,9383.00000000001,0,0,0,12,1,0,1,0,0
0,0,-39757,-45000,105000,30,23003,0,0,0,12,1,0,0,0,0
0,0,79325,-9900,140100,50,87706.9999999999,1,0,84000,12,2,1,0,1,0
0,0,19734,-1136,148864,49,21029,0,0,19500,6,5,1,0,0,0
0,0,226628,13749,163749,62,15008,0,0,40000,12,2,0,0,0,1
0,0,4200,200,150200,63,17417,0,0,4000,9,2,1,0,1,1
0,0,38000,9000,154000,54,19949,1,5000,25000,12,1,0,1,0,0
0,0,-9711,-11700,138300,37,56528,1,0,1989,12,2,1,0,1,0
0,0,-900,-900,149100,30,27929,0,0,0,6,3,1,0,1,0
0,0,193175,39000,173000,47,21995,1,16000,150000,12,2,0,0,0,0
0,0,94299,14299,164299,44,73901,1,0,80000,16,4,1,0,1,0
0,0,164000,12000,154000,40,38867,0,8000.00000000001,152000,11,4,1,0,0,0
0,0,34553,-3447,146553,63,30293,0,0,35000,11,3,1,0,1,1
0,0,5466,350,150350,28,12749,0,0,0,12,4,0,0,0,0
0,0,54411,48950,185950,43,48299,1,13000,0,18,1,0,0,0,0
0,0,4679,0,150000,25,22682,0,0,0,16,1,0,0,0,0
0,0,-6500,-7000,143000,36,25265,0,0,0,12,1,0,0,0,0
0,0,18604,50,150050,28,30362,0,0,0,16,2,1,0,0,0
0,0,78550,0,150000,47,21419,0,0,75000,13,1,0,0,0,0
0,0,-55,-55,149945,44,9692.00000000001,0,0,0,12,4,0,0,0,0
0,0,47499,37499,170999,38,65948,0,16500,10000,15,2,1,0,1,0
0,0,5000,0,150000,30,15689,0,0,0,9,5,1,0,1,0
0,0,130499,14499,151499,42,50834,0,13000,116000,12,4,1,0,1,0
0,0,30400,3400,148400,36,42329,0,5000,23000,12,5,1,0,1,0
0,0,0,0,150000,48,9863,0,0,0,12,1,0,0,0,0
0,0,500,0,150000,53,9989.00000000001,0,0,0,12,1,0,0,0,0
0,0,66500,-10500,139500,57,8189,0,0,25000,12,2,1,0,0,0
0,0,58600,20300,170300,50,46631,0,0,0,12,2,1,0,0,0
0,0,-3846,-4596,145404,25,30833,0,0,0,14,3,0,0,0,0
0,0,850,500,150500,28,100025,0,0,0,8,2,0,1,0,0
0,0,-3900,-10250,139750,25,12554,0,0,0,16,2,0,0,0,0
0,0,33844,200,150200,38,8405.00000000001,0,0,30000,13,3,1,0,0,0
0,0,4550,500,150300,47,35999,0,200,0,18,2,0,0,0,0
0,0,63600,3500,151500,55,33680,1,2000,60000,12,5,1,0,1,0
0,0,10662,-700,148300,26,15314,0,1000,0,12,1,0,1,0,0
0,0,-2500,-2500,147500,42,123245,1,0,0,16,3,1,0,1,0
0,0,21354,-9000,141000,33,109607,0,0,15100,18,4,1,1,1,0
0,0,500,0,150000,36,8399,0,0,0,12,2,0,0,0,0
0,0,78168,11168,161168,37,43052,0,0,67000,16,2,1,0,0,0
0,0,-583,-583,149417,32,16319,0,0,0,11,3,1,0,0,0
0,0,58000,13000,158000,41,19019,0,5000,45000,13,4,1,0,0,0
0,0,31200,-1800,148200,52,66602,1,0,33000,12,3,1,0,1,0
0,0,4100,4100,152800,40,50633,1,1300,0,14,3,1,1,1,0
0,0,68650,-2100,147900,48,18563,0,0,70000,14,2,0,0,0,0
0,0,10665,-335,149665,40,14372,1,0,10000,13,2,0,1,0,0
0,0,8055,7055,155055,37,26390,0,2000,0,17,1,0,1,0,0
0,0,223599,125599,240599,44,77729,0,35000,68000,12,4,1,0,1,0
0,0,83962,58100,200200,45,32249,0,7900.00000000001,3000,14,2,0,0,0,0
0,0,710,710,150710,31,39890,0,0,0,15,2,1,0,0,0
0,0,-4815,-4815,145185,36,29975,0,0,0,12,3,1,0,0,0
0,0,2831,606,148606,37,21602,1,2000,0,16,1,0,0,0,0
0,0,2200,500,150500,48,10799,0,0,0,9,2,0,0,0,0
0,0,29350,-3650,146350,37,20423,0,0,23000,11,4,1,0,0,0
0,0,75035,35,150035,57,22439,0,0,70000,6,5,1,0,1,0
0,0,22250,-3250,146750,27,29765,0,0,22000,14,2,1,0,0,0
0,0,600,600,150600,60,16979,0,0,0,12,4,1,0,1,1
0,0,234048,193048,288048,38,14024,0,55000,0,16,3,1,0,0,0
0,0,253600,53600,178600,38,76361.0000000001,1,25000,178000,15,5,1,0,1,0
0,0,62200,4400,151900,39,46139,0,2500,54000,16,2,1,0,1,0
0,0,72049,49,150049,64,13496,0,0,72000,10,4,0,0,0,1
0,0,39999,4999,154999,48,39719,0,0,35000,12,4,1,0,0,0
0,0,-3084,-7750,142250,25,37199,0,0,0,16,1,0,0,0,0
0,0,83700,-6300,143700,33,11237,0,0,0,16,1,0,1,0,0
0,0,-10397,-10397,139603,33,9149.00000000001,0,0,0,10,5,1,0,0,0
0,0,269850,18850,159850,36,52289,0,9000,61000,12,4,1,0,1,0
0,0,50761,800,150800,38,48650,1,0,35500,18,2,0,0,0,0
0,0,48600,22600,172600,36,24641,0,0,10000,16,4,1,0,0,0
0,0,0,0,150000,50,14291,0,0,0,11,3,1,0,1,0
0,0,0,0,150000,28,13793,0,0,0,12,4,1,0,0,0
0,0,151450,-4550,145450,45,32408,0,0,150000,12,4,1,0,1,0
0,0,6211,-750,149250,30,26999,1,0,0,16,1,0,1,0,0
0,0,335000,1e+05,230000,54,31511,0,20000,234000,12,2,0,1,0,0
0,0,4683,-1370,148630,28,10709,0,0,0,12,2,0,0,0,0
0,0,53500,24500,167500,36,44594,0,7000,29000,14,2,1,0,0,0
0,0,0,0,150000,31,21419,0,0,0,8,4,1,0,0,0
0,0,0,0,150000,30,8413.99999999999,0,0,0,12,2,0,0,0,0
0,0,90999,40999,157799,32,68168,1,28000,50000,18,4,1,0,1,0
0,0,27200,-800,149200,42,15383,0,0,28000,13,5,1,0,1,0
0,0,370000,26000,176000,46,60394.9999999999,0,0,270000,16,3,1,1,0,0
0,0,-800,-800,149200,38,7967,0,0,0,7,4,1,0,0,0
0,0,4116,0,150000,27,33863,0,0,2000,15,1,0,0,0,0
0,0,1000,0,150000,32,9779,0,0,0,12,1,1,0,0,0
0,0,900,900,150900,38,16109,0,0,0,12,5,0,0,0,0
0,0,198248,68248,218248,44,103454,1,0,1e+05,14,1,0,1,0,0
0,0,30600,600,150600,52,26879,0,0,25000,8,2,1,0,0,0
0,0,582700,-17300,132700,49,33566,0,0,3e+05,12,3,1,0,0,0
0,0,83379,31379,154598,43,48068,0,26781,42000,18,4,1,0,1,0
0,0,-1200,-5200,141300,40,25505,0,3500,0,12,1,0,0,0,0
0,0,58049,18449,162449,44,29525,0,6000,38100,12,4,0,0,0,0
0,0,94100,-1900,148100,39,25154,0,0,90000,12,3,1,0,1,0
0,0,75981,10981,154981,43,13178,0,6000,65000,12,4,1,0,0,0
0,0,53299,299,150299,39,63149,0,0,48000,12,4,1,0,0,0
0,0,5298,5298,155298,48,51590,0,0,0,16,5,1,1,0,0
0,0,38400,-9600,140400,34,13508,0,0,45500,11,3,1,0,0,0
0,0,9250,900,150900,35,17459,0,0,0,14,1,0,1,0,0
0,0,43276,-1820,148180,46,46355,1,0,36000,18,3,0,0,0,0
0,0,50725,-2275,147000,41,34352,0,725,51000,17,2,0,0,0,0
0,0,33000,2000,152000,46,48857,0,0,31000,8,4,1,1,1,0
0,0,0,0,150000,32,26534,0,0,0,14,4,1,0,0,0
0,0,-4542,-5380,144620,34,15683,1,0,0,16,1,0,0,0,0
0,0,20750,-5750,144250,28,55304,0,0,14000,15,3,1,0,1,0
0,0,-4667,-26000,124000,60,7774.99999999999,0,0,14000,8,1,0,0,0,1
0,0,3667,2136,152136,26,22181,0,0,0,11,5,1,0,1,0
0,0,180899,5899,155899,57,38594,0,0,175000,12,2,1,0,1,0
0,0,1779,-3900,146100,31,27149,0,0,0,12,3,0,0,0,0
0,0,-22480,-26280,123720,34,44774,0,0,0,16,4,1,0,0,0
0,0,2700,200,150200,31,12254,0,0,0,12,1,0,0,0,0
0,0,2400,-5100,144900,40,45230,0,0,5000,13,3,0,0,0,0
0,0,0,0,150000,38,25625,0,0,0,6,4,1,0,0,0
0,0,134200,-11200,122800,31,63302,0,16000,145400,12,4,1,0,0,0
0,0,450,-800,149200,25,13505,0,0,0,11,2,0,0,0,0
0,0,-13968,-13968,136032,50,52214,0,0,0,14,5,1,0,0,0
0,0,1500,-3000,147000,38,42551,1,0,3000,16,3,1,0,1,0
0,0,97333,97333,241800,63,44798,0,5533,0,12,2,1,0,0,1
0,0,29200,1300,151300,28,51983,0,0,24500,14,2,1,0,1,0
0,0,4000,4000,154000,37,83924,0,0,0,12,1,0,1,0,0
0,0,-6650,-7400,142600,35,17474,0,0,0,13,1,0,1,0,0
0,0,-9602,-10002,139998,32,11666,0,0,0,12,1,0,1,0,0
0,0,60500,0,150000,45,7751,0,0,60000,1,1,0,1,0,0
0,0,12000,2000,152000,45,17828,0,0,10000,12,2,1,0,1,0
0,0,-1425,-1425,148575,45,24644,1,0,0,11,5,1,1,0,0
0,0,45428,428,150428,64,21656,0,0,42000,8,2,1,0,0,1
0,0,67000,-4000,146000,31,24029,0,0,67000,13,2,0,0,0,0
0,0,63861,6000,156000,60,35276,0,0,0,12,3,1,0,1,1
0,0,5680,1680,151680,38,32927,1,0,0,16,2,0,0,0,0
0,0,-250,-250,149750,37,20675,0,0,0,14,3,1,0,1,0
0,0,219241,79499,223499,40,42899,0,6000,102000,14,2,0,1,0,0
0,0,-6500,-7000,143000,42,32219,0,0,0,9,1,0,1,0,0
0,0,16539,0,150000,52,21890,1,0,14000,8,2,0,0,0,0
0,0,159999,9999,159999,47,24899,0,0,150000,12,2,1,0,0,0
0,0,20650,-750,149250,64,15599,0,0,20000,12,2,1,0,0,1
0,0,262300,300,150300,52,32387,0,0,5000,12,2,1,0,0,0
0,0,67448,-2552,147448,30,33719,1,0,70000,12,2,1,1,1,0
0,0,-101,-101,149899,56,30164,0,0,0,10,3,1,1,0,0
0,0,949,949,150949,33,16730,0,0,0,12,1,0,1,0,0
0,0,34300,-5700,144300,32,28871,0,0,34000,12,5,1,1,1,0
0,0,-5415,-9940,140060,39,24575,0,0,0,12,3,0,0,0,0
0,0,23459,2559,152559,34,24914,0,0,15000,12,5,1,0,0,0
0,0,33650,0,150000,42,16859,0,0,30000,8,1,0,1,0,0
0,0,4150,-4350,144850,36,46841,0,800,0,14,2,1,0,0,0
0,0,44425,6750,156750,28,28382,0,0,27000,18,1,0,0,0,0
0,0,6366,4500,154500,31,14711,0,0,0,12,1,0,1,0,0
0,0,-3600,-8000,142000,47,39431,1,0,3500,12,5,1,0,1,0
0,0,23700,350,150350,29,17339,0,0,20000,12,1,0,1,0,0
0,0,5679,0,150000,37,31910,0,0,0,18,1,0,1,0,0
0,0,30505,5155,152707,36,35153,0,2448,16779,12,2,1,0,1,0
0,0,66298,40548,190548,60,29099,0,0,25000,11,2,1,0,1,1
0,0,-9700,-9700,140300,29,31475,0,0,0,15,2,1,0,1,0
0,0,-800,-800,149200,33,28553,0,0,0,12,3,1,0,0,0
0,0,64600,4600,154600,42,21299,0,0,60000,14,5,1,0,0,0
0,0,-3700,-4700,145300,32,33413,0,0,0,13,4,1,0,1,0
0,0,14570,-3980,140020,36,30479,0,6000,18000,16,1,0,1,0,0
0,0,48800,7500,157500,40,12575,0,0,39000,12,2,0,1,0,0
0,0,308409,219759,369759,61,29129,1,0,85000,13,1,0,0,0,1
0,0,6075,1850,151850,37,14129,0,0,0,18,1,0,0,0,0
0,0,9499,9499,159499,29,36299,0,0,0,16,1,0,1,0,0
0,0,279050,49450,199450,51,105395,0,0,25000,16,1,1,1,0,0
0,0,153480,-895,149105,43,43043,0,0,154000,11,5,1,0,1,0
0,0,53300,-700,149300,53,20411,0,0,50000,9,2,1,0,0,0
0,0,-1400,-5400,144600,55,19547,0,0,4000,12,4,1,0,1,0
0,0,15788,-62,149938,30,25436,0,0,12500,12,1,0,0,0,0
0,0,72800,-2200,147800,35,18575,0,0,75000,11,5,1,0,0,0
0,0,25491,-1609,147377,42,39137,0,1014,18600,12,3,1,0,1,0
0,0,-4000,-4000,146000,52,20069,0,0,0,8,2,1,1,1,0
0,0,-14710,-16910,133090,28,9623,0,0,0,12,4,1,0,0,0
0,0,9193,-307,149593,37,53150,1,100,8000.00000000001,16,4,1,0,1,0
0,0,56199,50199,200199,38,7679,0,0,5000,12,1,0,1,0,0
0,0,68650,66000,213500,53,22433,0,2500,2000,14,2,0,0,0,0
0,0,3500,-9000,141000,28,19679,0,0,0,12,2,1,0,1,0
0,0,-1001,-1751,148249,43,22472,0,0,0,14,1,0,0,0,0
0,0,0,0,150000,44,10199,0,0,0,12,3,0,0,0,0
0,0,-1800,-5800,144200,34,25391,0,0,2000,12,2,1,0,0,0
0,0,75999,999,150999,53,21887,0,0,68000,12,1,0,0,0,0
0,0,23150,-1150,148850,37,17759,1,0,24300,12,4,1,0,0,0
0,0,9396,-200,149800,34,14039,0,0,0,12,1,0,1,0,0
0,0,63550,-7450,142550,57,23393,1,0,70000,9,1,0,0,0,0
0,0,1300,1300,151300,50,16268,0,0,0,11,5,1,0,0,0
0,0,10000,10000,160000,26,21305,1,0,0,12,3,1,0,1,0
0,0,21200,200,150200,38,43208,0,0,20000,14,3,1,0,0,0
0,0,4000,-5000,145000,28,20939,0,0,0,12,4,1,0,1,0
0,0,26600,-2800,147200,35,71309.0000000001,0,0,13000,16,4,1,0,1,0
0,0,141048,30048,180048,52,31802,0,0,110000,9,3,1,0,0,0
0,0,22385,-3690,146310,43,37145,1,0,15500,18,2,0,1,0,0
0,0,5450,350,150350,26,14279,0,0,0,12,3,1,0,0,0
0,0,91300,11300,151300,56,49865,0,10000,61000,12,3,1,0,0,0
0,0,-986,-986,149014,47,21299,0,0,0,16,5,1,0,0,0
0,0,13003,-497,149503,32,23237,0,0,13500,12,3,1,0,1,0
0,0,13764,-4311,145689,44,39113,1,0,15000,12,5,1,0,1,0
0,0,13379,-2571,147429,39,53564,0,0,14750,12,3,1,1,1,0
0,0,12465,8240,158240,54,12824,1,0,0,14,2,0,0,0,0
0,0,206049,6049,152049,47,32567,0,4000,150000,17,4,1,0,1,0
0,0,275350,350,150350,47,34058,0,0,75000,12,3,1,0,0,0
0,0,205010,38010,188010,61,26663,0,0,159000,12,3,1,0,0,1
0,0,4900,1500,151500,33,16289,1,0,0,12,1,0,0,0,0
0,0,-200,-200,149800,43,11930,0,0,0,6,5,1,0,1,0
0,0,-2154,-6700,143300,26,8147,0,0,0,14,3,0,0,0,0
0,0,99998,14098,164098,50,32231,1,0,20000,18,1,0,0,0,0
0,0,-6300,-7300,142700,50,7181,0,0,0,9,5,1,0,0,0
0,0,27035,-2965,147035,48,40325,0,0,26000,11,4,1,0,1,0
0,0,60000,12200,155500,53,46931,0,6700,44800,1,4,1,0,0,0
0,0,-1000,-1000,149000,44,22409,1,0,0,13,3,0,0,0,0
0,0,-300,-300,149700,37,16199,0,0,0,14,1,0,1,0,0
0,0,11027,-451,149549,45,35339,1,0,10000,12,3,0,0,0,0
0,0,105700,2700,152700,34,21671,0,0,86999.9999999999,9,5,1,0,0,0
0,0,8071,71,150071,55,32459,0,0,4000,12,2,1,0,1,0
0,0,33741,28499,163499,61,25991,0,15000,0,16,4,0,0,0,1
0,0,9825,-3150,146750,33,36548,1,100,9000,17,1,0,0,0,0
0,0,18877,1877,151877,40,27683,1,0,0,12,3,1,0,1,0
0,0,0,0,150000,60,17399,0,0,0,14,3,1,0,0,1
0,0,33224,-3801,146199,46,124859,0,0,32000,16,2,0,0,0,0
0,0,30080,-1320,148680,27,41807,1,0,23100,14,2,1,0,1,0
0,0,9750,9750,159750,59,21746,0,0,0,12,4,1,0,0,0
0,0,55691,-1984,148016,40,16799,0,0,50000,10,2,0,1,0,0
0,0,2000,1000,151000,43,11423,0,0,0,16,1,0,1,0,0
0,0,19258,258,150258,31,40586,1,0,18000,12,5,1,0,1,0
0,0,1849,349,150349,38,17363,0,0,0,12,2,0,0,0,0
0,0,105434,15434,157434,56,35771,0,8000.00000000001,88000,13,2,1,0,0,0
0,0,234424,26499,163499,55,37538,0,13000,90000,15,1,0,0,0,0
0,0,-435,-435,149565,45,10034,0,0,0,12,1,0,1,0,0
0,0,11155,2180,152180,35,22349,1,0,0,16,1,0,0,0,0
0,0,3450,100,150100,38,25682,0,0,0,13,3,0,0,0,0
0,0,4080,-1140,148860,33,44699,1,0,0,18,5,1,0,1,0
0,0,84552,6900,156900,45,76871,1,0,75000,18,4,1,0,1,0
0,0,4791,31,150031,29,15173,0,0,5560,12,4,0,0,0,0
0,0,35250,-1050,148950,61,23051,0,0,32000,12,2,0,0,0,1
0,0,352200,264100,211100,56,92788.9999999999,0,3000,81100,14,2,1,0,1,0
0,0,182498,4498,154498,55,54728,0,0,145000,12,4,1,0,1,0
0,0,98799,20248,170248,50,11450,0,0,75000,12,3,1,0,0,0
0,0,16999,14999,164999,62,55523,0,0,0,13,3,1,0,1,1
0,0,500,0,150000,34,8198,0,0,0,11,1,0,1,0,0
0,0,12500,2425,152425,31,21938,0,0,0,18,1,0,1,0,0
0,0,24700,-300,149700,39,7835,1,0,25000,15,4,1,0,0,0
0,0,136225,80000,230000,45,14057,0,0,50000,14,3,0,0,0,0
0,0,63000,22000,172000,41,35060,0,0,0,12,3,1,0,1,0
0,0,8835,-1640,148360,32,35954,0,0,5000,6,2,1,0,0,0
0,0,0,0,150000,57,7799,0,0,0,6,1,0,0,0,0
0,0,110800,800,150800,30,16871,0,0,0,11,4,1,0,0,0
0,0,0,0,150000,30,10199,0,0,0,12,1,0,1,0,0
0,0,6000,3500,153500,35,18581,0,0,0,12,1,0,0,0,0
0,0,29892,-108,149892,64,21137,0,0,30000,12,2,1,0,0,1
0,0,75800,50,150050,45,10769,0,0,75000,12,3,0,0,0,0
0,0,20425,5700,155700,47,22736,1,0,11000,15,2,0,0,0,0
0,0,13750,2750,152750,29,33629,1,0,7000,1,4,1,0,1,0
0,0,72500,2500,150500,40,24680,0,2000,60000,16,4,1,0,1,0
0,0,45980,8030,151030,48,47636,0,7000,26500,13,2,0,1,0,0
0,0,-88,-88,149912,43,25499,0,0,0,4,5,1,0,1,0
0,0,130020,20,150020,58,19088,0,0,130000,12,3,0,0,0,0
0,0,258500,28200,178200,52,9902.00000000001,0,0,225000,12,1,0,0,0,0
0,0,14841,10500,160500,26,25859,0,0,0,16,1,0,0,0,0
0,0,222350,10150,155150,49,20339,1,5000,171100,14,2,0,1,0,0
0,0,4810,-1190,148810,34,9791,0,0,7000,12,2,0,0,0,0
0,0,90073,2073,152073,37,26687,0,0,88000,12,4,1,0,1,0
0,0,10244,-22491,127509,64,15392,1,0,30000,10,3,1,0,0,1
0,0,390863,49700,149700,52,54599,0,50000,140000,12,4,0,0,0,0
0,0,242999,22999,157999,58,53381,0,15000,1e+05,18,4,1,0,0,0
0,0,0,0,150000,33,11474,0,0,0,12,1,0,1,0,0
0,0,64870,50370,200370,55,14537,0,0,14000,12,1,0,0,0,0
0,0,600,600,150600,34,46385,1,0,0,16,4,1,0,1,0
0,0,0,0,150000,53,7112,0,0,0,12,5,1,0,1,0
0,0,110852,57852,203852,38,80084,1,4000,18000,16,3,1,0,1,0
0,0,202333,0,150000,46,17090,0,0,0,12,5,1,1,0,0
0,0,9384,384,150384,28,29420,0,0,0,14,2,1,0,1,0
0,0,3375,25,150025,29,14669,0,0,0,12,1,0,1,0,0
0,0,35000,0,150000,32,36209,0,0,35000,10,4,1,1,1,0
0,0,61812,53712,157374,62,29840,1,46338,0,18,1,0,0,0,1
0,0,252000,12000,162000,62,48599,0,0,240000,16,4,1,0,0,1
0,0,850,850,150850,26,16115,0,0,0,13,3,1,0,0,0
0,0,0,0,150000,56,14279,0,0,0,16,1,0,0,0,0
0,0,38874,12499,162499,56,15635,1,0,24500,9,2,0,0,0,0
0,0,2865,615,150615,25,23249,0,0,0,12,1,0,1,0,0
0,0,102049,49,150049,38,39419,0,0,45000,14,4,1,0,1,0
0,0,15000,15000,165000,32,52199,0,0,0,16,4,1,0,0,0
0,0,20875,1875,151875,29,55844,0,0,19000,12,2,1,0,1,0
0,0,2000,0,150000,58,9719,0,0,2000,8,4,1,0,0,0
0,0,500,0,150000,25,15809,0,0,0,12,1,0,1,0,0
0,0,49599,12899,146399,42,58937,1,16500,24000,16,3,1,0,1,0
0,0,1430,-970,149030,28,28727,1,0,0,12,5,1,0,1,0
0,0,30400,1500,149000,32,53663,1,0,23000,16,2,1,0,1,0
0,0,37441,3441,153441,26,44204,0,0,25000,15,2,1,0,1,0
0,0,-800,-5700,144300,26,20399,0,0,0,12,1,0,1,0,0
0,0,29650,4650,150350,35,45419,0,4300,10000,14,3,1,0,1,0
0,0,16107,54,150054,29,12242,0,0,0,12,1,0,1,0,0
0,0,183806,2956,152956,51,48215,0,0,165000,18,2,0,0,0,0
0,0,16800,-5200,144800,31,46049,0,0,0,16,3,1,0,0,0
0,0,109900,-9600,140400,47,15140,0,0,12000,12,2,1,0,0,0
0,0,22005,-3995,146005,36,33359,0,0,26000,12,4,1,1,1,0
0,0,90098,15098,151098,50,48029,0,14000,75000,14,4,1,0,0,0
0,0,12814,-5186,144814,49,47747,0,0,9500.00000000001,14,3,1,0,1,0
0,0,0,0,150000,45,9958.99999999999,0,0,0,12,4,1,1,1,0
0,0,43225,35000,185000,48,41249,1,0,0,16,1,0,1,0,0
0,0,6942,100,150100,37,15017,0,0,0,12,3,0,0,0,0
0,0,235200,29550,174550,41,45011,1,5000,2e+05,18,1,0,0,0,0
0,0,26800,3300,153300,36,73577,0,0,18000,12,5,1,0,0,0
0,0,-425,-425,149575,32,27887,0,0,0,6,5,1,1,1,0
0,0,25020,-6980,143020,41,31355,0,0,22000,12,4,1,0,0,0
0,0,16800,2800,152100,34,29105,0,700,14000,16,4,1,0,1,0
0,0,-9360,-9360,140640,44,24056,0,0,0,12,5,1,0,1,0
0,0,10157,-93,149907,38,39836,0,0,10000,12,4,1,0,1,0
0,0,-300,-300,149700,28,10697,0,0,0,14,5,1,0,0,0
0,0,335674,184474,329599,34,83273,0,4875,150000,14,5,1,0,0,0
0,0,87828,4700,153663,36,56117,1,1037,75000,16,1,0,1,0,0
0,0,51905,2399,152399,50,22199,1,0,43000,12,1,0,0,0,0
0,0,8300,-200,149800,26,31487,0,0,0,16,2,1,0,1,0
0,0,200874,19199,169199,54,20324,0,0,175000,12,2,0,0,0,0
0,0,24172,172,150172,32,23507,0,0,10000,12,4,1,0,1,0
0,0,8857,5000,155000,50,34469,1,0,0,12,2,0,1,0,0
0,0,50000,0,150000,64,19079,0,0,50000,12,3,1,0,0,1
0,0,79000,0,150000,41,21095,0,0,75000,12,5,1,0,1,0
0,0,4350,1000,151000,40,16217,0,0,0,16,1,0,1,0,0
0,0,0,0,150000,45,9095.00000000001,0,0,0,12,1,0,0,0,0
0,0,95,95,150095,52,48449,0,0,0,12,4,1,0,0,0
0,0,0,0,150000,37,10523,0,0,0,14,3,0,0,0,0
0,0,32700,-2300,147700,41,24485,0,0,28000,6,4,1,0,1,0
0,0,380199,10199,148499,53,88082,0,6800,230000,15,3,1,0,0,0
0,0,59800,-700,149300,44,9179,0,0,60000,14,4,0,0,0,0
0,0,-1250,-2000,148000,25,23003,0,0,0,14,3,0,1,0,0
0,0,104600,500,150500,41,34949,0,0,1e+05,16,3,0,0,0,0
0,0,16875,-3500,146500,46,13769,0,0,20000,12,4,1,0,0,0
0,0,63561,100,150100,46,10199,0,0,55000,9,2,0,0,0,0
0,0,33880,-5320,144680,37,35108,1,0,29200,12,4,1,0,1,0
0,0,120000,42000,178000,59,105782,0,14000,44000,12,2,1,0,0,0
0,0,-8600,-10100,139900,35,17399,1,0,0,16,1,0,0,0,0
0,0,110052,20302,170302,64,26108,1,0,89000,12,1,0,1,0,1
0,0,51269,1269,151269,64,17255,0,0,43000,10,2,1,0,0,1
0,0,25398,4998,154998,30,44501,0,0,11000,12,5,1,0,1,0
0,0,3499,3499,153499,37,66959,0,0,0,12,2,1,0,1,0
0,0,73236,7699,157699,44,23189,0,0,63662,13,4,1,0,0,0
0,0,7798,7798,157798,45,25253,0,0,0,6,5,1,0,1,0
0,0,49200,-5800,144200,38,44399,0,0,55000,16,1,0,1,0,0
0,0,25000,0,150000,50,10649,0,0,24500,6,1,0,1,0,0
0,0,60300,60300,162800,38,110180,0,47500,0,12,5,1,0,1,0
0,0,25675,23800,173800,30,91499,0,0,0,18,1,0,0,0,0
0,0,28550,-8950,141050,35,43079,0,0,30000,12,4,1,0,1,0
0,0,44979,11000,157000,27,21029,0,4000,0,16,1,0,1,0,0
0,0,13200,200,150200,32,12191,1,0,12000,13,4,0,0,0,0
0,0,25318,2318,147227,40,52646,0,5091,13000,13,3,1,0,1,0
0,0,1340,340,150340,32,20810,0,0,0,7,3,1,0,1,0
0,0,147150,63400,173400,53,32855,0,40000,77999.9999999999,17,1,0,0,0,0
0,0,-1475,-6900,143100,25,8248.99999999999,0,0,0,14,1,0,0,0,0
0,0,14500,1900,147700,39,48026,1,4200,3100,17,1,0,1,0,0
0,0,45299,8199,158199,33,24611,0,0,35000,6,5,0,1,0,0
0,0,1200,200,150200,63,14753,0,0,0,1,5,0,0,0,1
0,0,1505,5,150005,45,13910,0,0,0,10,2,0,0,0,0
0,0,54499,-10001,139999,48,32879,1,0,62000,18,2,0,1,0,0
0,0,-7616,-9550,140450,42,12599,0,0,101,12,1,0,0,0,0
0,0,-19840,-19840,130160,31,25001,0,0,0,12,4,1,0,1,0
0,0,34600,20600,151600,45,42617,0,19000,14000,18,5,1,0,0,0
0,0,172243,500,150500,57,17879,0,0,165000,9,1,0,0,0,0
0,0,-35916,-53916,96084,46,79391,1,0,13000,16,3,1,0,1,0
0,0,29600,150,150150,34,14981,0,0,28700,12,2,0,0,0,0
0,0,-11745,-11745,138255,28,39641,0,0,0,18,3,1,0,1,0
0,0,-4200,-10200,139800,25,61829,0,0,0,16,2,1,1,1,0
0,0,-16447,-23500,126500,30,29999,0,0,0,18,1,1,0,0,0
